"id" "values" "real_avg" "alpha_0.25" "alpha_0.5" "alpha_0.75" "alpha_0.05" "alpha_0.95" "closest_id" "closest_difference"
230 69 49.4173913043478 72.3058180832545 69.0354796912228 61.0543105428003 70.2151775721885 50.937629728879 5 1.52023842453114
231 10 49.2467532467533 25.5764545208136 39.5177398456114 48.2907329071002 13.0107588786094 48.890748242435 5 0.356005004318227
232 82 49.3879310344828 67.8941136302034 60.7588699228057 56.7180496803252 78.5505379439305 50.5462108303133 5 1.15827979583051
233 38 49.3390557939914 45.4735284075509 49.3794349614029 52.0385372602439 40.0275268971965 49.9189002887976 2 0.040379167411416
234 54 49.3589743589744 51.8683821018877 51.6897174807014 52.5289029451829 53.3013763448598 50.1229552743577 5 0.763980915383364
235 36 49.3021276595745 39.9670955254719 43.8448587403507 48.3966772088872 36.865068817243 49.4168075106398 5 0.114679851065368
236 1 49.0974576271187 10.741773881368 22.4224293701754 36.5475079066654 2.79325344086215 46.9959671351079 5 2.1014904920108
237 9 48.9282700421941 9.435443470342 15.7112146850877 29.660630929999 8.68966267204311 45.0961687783525 5 3.83210126384164
238 16 48.7899159663866 14.3588608675855 15.8556073425438 26.2454731974993 15.6344831336022 43.6413603394348 5 5.14855562695173
239 53 48.8075313807532 43.3397152168964 34.4278036712719 32.9341048981245 51.1317241566801 44.1092923224631 4 2.32419277592695
240 66 48.8791666666667 60.3349288042241 50.213901835636 41.2005786735933 65.256586207834 45.20382770634 2 1.33473516896927
241 96 49.0746887966805 87.083732201056 73.106950917818 54.900434005195 94.4628293103917 47.743636321023 5 1.33105247565756
242 35 49.0165289256199 48.020933050264 54.053475458909 49.9253255038963 37.9731414655196 47.1064545049718 3 0.908796578276409
243 40 48.9794238683128 42.005233262566 47.0267377294545 47.4439941279222 39.898657073276 46.7511317797232 3 1.53542974039058
244 41 48.9467213114754 41.2513083156415 44.0133688647272 45.8329955959416 40.9449328536638 46.4635751907371 5 2.48314612073836
245 35 48.8897959183674 36.5628270789104 39.5066844323636 43.1247466969562 35.2972466426832 45.8903964312002 5 2.99939948716715
246 21 48.7764227642277 24.8907067697276 30.2533422161818 37.5935600227172 21.7148623321342 44.6458766096402 5 4.13054615458746
247 1 48.582995951417 6.9726766924319 15.6266711080909 28.4451700170379 2.03574311660671 42.4635827791582 5 6.11941317225884
248 29 48.5040322580645 23.493169173108 22.3133355540455 28.5838775127784 27.6517871558303 41.7904036402003 5 6.71362861786426
249 6 48.3333333333333 10.373292293277 14.1566677770227 22.9379081345838 7.08258935779152 40.0008834581903 5 8.33244987514309
250 80 48.46 62.5933230733192 47.0783338885114 37.2034311009379 76.3541294678896 42.0008392852807 2 1.38166611148865
251 4 48.2828685258964 18.6483307683298 25.5391669442557 28.9025733257034 7.61770647339448 40.1007973210167 5 8.18207120487971
252 10 48.1309523809524 12.1620826920825 17.7695834721278 24.1769299942775 9.88088532366972 38.5957574549659 5 9.53519492598652
253 28 48.0513833992095 24.0405206730206 22.8847917360639 25.1326974957082 27.0940442661835 38.0659695822176 5 9.98541381699192
254 18 47.9330708661417 19.5101301682552 20.442395868032 23.3495231217811 18.4547022133092 37.0626711031067 5 10.870399763035
255 10 47.7843137254902 12.3775325420638 15.221197934016 20.0121423413358 10.4227351106655 35.7095375479514 5 12.0747761775388
256 14 47.65234375 13.5943831355159 14.610598967008 18.5091067560019 13.8211367555333 34.6240606705538 5 13.0282830794462
257 4 47.4824902723736 6.39859578387899 9.30529948350399 14.8818300670014 4.49105683777666 33.0928576370261 5 14.3896326353474
258 73 47.5813953488372 56.3496489459697 41.152649741752 29.4113725502511 69.5745528418888 35.0882147551748 2 6.42874560708523
259 72 47.6756756756757 68.0874122364924 56.576324870876 40.0585294126883 71.8787276420944 36.9338040174161 3 7.6171462629874
260 91 47.8423076923077 85.2718530591231 73.788162435438 52.7938970595162 90.0439363821047 39.6371138165453 3 4.95158936720851
261 91 48.0076628352491 89.5679632647808 82.394081217719 62.3454227946372 90.9521968191052 42.205258125718 5 5.80240470953105
262 23 47.912213740458 39.6419908161952 52.6970406088595 52.5090670959779 26.3976098409553 41.2449952194321 3 4.59685335551984
263 11 47.7718631178707 18.1604977040488 31.8485203044297 42.1318003219834 11.7698804920478 39.7327454584605 3 5.64006279588733
264 38 47.7348484848485 33.0401244260122 34.9242601522149 41.0988502414876 36.6884940246024 39.6461081855375 3 6.63599824336094
265 36 47.6905660377359 35.260031106503 35.4621300761074 39.8241376811157 36.0344247012301 39.4638027762606 3 7.8664283566202
266 66 47.7593984962406 58.3150077766258 50.7310650380537 46.3681032608367 64.5017212350615 40.7906126374476 3 1.39129523540387
267 22 47.6629213483146 31.0787519441564 36.3655325190269 40.2760774456276 24.1250860617531 39.8510820055752 3 7.38684390268705
268 75 47.7649253731343 64.0196879860391 55.6827662595134 48.9570580842207 72.4562543030876 41.6085279052964 3 1.19213271108634
269 83 47.8959107806692 78.2549219965098 69.3413831297567 57.4677935631655 82.4728127151544 43.6781015100316 5 4.21780927063755
270 39 47.862962962963 48.8137304991274 54.1706915648784 52.8508451723741 41.1736406357577 43.44419643453 1 0.950767536164463
271 90 48.0184501845019 79.7034326247819 72.0853457824392 62.1381338792806 87.5586820317879 45.7719866128035 5 2.24646357169834
272 17 47.9044117647059 32.6758581561955 44.5426728912196 50.8536004094604 20.5279341015894 44.3333872821634 3 2.94918864475454
273 71 47.989010989011 61.4189645390489 57.7713364456098 55.8902003070953 68.4763967050795 45.6667179180552 5 2.32229307095582
274 55 48.014598540146 56.6047411347622 56.3856682228049 55.6676502303215 55.673819835254 46.1333820221524 5 1.88121651799358
275 33 47.96 38.9011852836906 44.6928341114024 50.0007376727411 34.1336909917627 45.4767129210448 3 2.0407376727411
276 14 47.8369565217391 20.2252963209226 29.3464170557012 41.0005532545558 15.0066845495881 43.9028772749926 5 3.93407924674658
277 35 47.7906137184116 31.3063240802307 32.1732085278506 39.5004149409169 34.0003342274794 43.4577334112429 5 4.33288030716863
278 41 47.7661870503597 38.5765810200577 36.5866042639253 39.8753112056877 40.650016711374 43.3348467406808 5 4.43134030967894
279 68 47.8387096774194 60.6441452550144 52.2933021319627 46.9064834042657 66.6325008355687 44.5681044036467 3 0.932226273153617
280 43 47.8214285714286 47.4110363137536 47.6466510659813 45.9298625531993 44.1816250417784 44.4896991834644 2 0.174777505447253
281 76 47.9217081850534 68.8527590784384 61.8233255329907 53.4473969148995 74.4090812520889 46.0652142242912 5 1.85649396076221
282 81 48.0390070921986 77.9631897696096 71.4116627664953 60.3355476861746 80.6704540626044 47.8119535130766 5 0.227053579121971
283 65 48.0989399293286 68.2407974424024 68.2058313832477 61.501660764631 65.7835227031302 48.6713558374228 5 0.57241590809415
284 27 48.024647887324 37.3101993606006 47.6029156916238 52.8762455734732 28.9391761351565 47.5877880455517 2 0.42173219570013
285 18 47.9192982456141 22.8275498401501 32.8014578458119 44.1571841801049 18.5469588067578 46.1083986432741 5 1.81089960233998
286 92 48.0734265734266 74.7068874600375 62.400728922906 56.1178881350787 88.3273479403379 48.4029787111104 5 0.32955213768377
287 6 47.9268292682927 23.1767218650094 34.200364461453 43.588416101309 10.1163673970169 46.2828297755548 5 1.64399949273786
288 28 47.8576388888889 26.7941804662523 31.1001822307265 39.6913120759818 27.1058183698508 45.3686882867771 5 2.48895060211181
289 9 47.7231833910035 13.4485451165631 20.0500911153632 32.0184840569863 9.90529091849254 43.5502538724382 5 4.17292951856524
290 41 47.7 34.1121362791408 30.5250455576816 34.2638630427397 39.4452645459246 43.4227411788163 5 4.27725882118369
291 93 47.8556701030928 78.2780340697852 61.7625227788408 48.9478972820548 90.3222632272962 45.9016041198755 3 1.09222717896201
292 91 48.0034246575343 87.8195085174463 76.3812613894204 59.4609229615411 90.9661131613648 48.1565239138817 5 0.153099256347474
293 87 48.1365187713311 87.2048771293616 81.6906306947102 66.3456922211558 87.1983056580682 50.0986977181877 5 1.96217894685658
294 31 48.078231292517 45.0512192823404 56.3453153473551 57.5092691658669 33.8099152829034 49.1437628322783 5 1.06553153976125
295 27 48.006779661017 31.5128048205851 41.6726576736775 49.8819518744002 27.3404957641452 48.0365746906644 5 0.0297950296473815
296 25 47.9290540540541 26.6282012051463 33.3363288368388 43.6614639058001 25.1170247882073 46.8847459561311 5 1.04430809792294
297 98 48.0976430976431 80.1570503012866 65.6681644184194 57.2460979293501 94.3558512394104 49.4405086583246 5 1.34286556068146
298 77 48.1946308724832 77.7892625753216 71.3340822092097 62.1845734470126 77.8677925619705 50.8184832254084 5 2.62385235292511
299 13 48.0769230769231 29.1973156438304 42.1670411046048 49.8884300852594 16.2433896280985 48.9275590641379 5 0.850635987214829
300 13 47.96 17.0493289109576 27.5835205523024 40.6663225639446 13.1621694814049 47.131181110931 5 0.828818889068991
301 67 48.0232558139535 54.5123322277394 47.2917602761512 47.2497419229584 64.3081084740702 48.1246220553845 5 0.101366241430966
302 57 48.0529801324504 56.3780830569348 52.1458801380756 49.6873064422188 57.3654054237035 48.5683909526153 5 0.515410820164895
303 55 48.0759075907591 55.3445207642337 53.5729400690378 51.0154798316641 55.1182702711852 48.8899714049845 5 0.814063814225385
304 93 48.2236842105263 83.5861301910584 73.2864700345189 61.5116098737481 91.1059135135593 51.0954728347353 5 2.87178862420893
305 74 48.3081967213115 76.3965325477646 73.6432350172595 64.6337074053111 74.855295675678 52.2406991929985 5 3.93250247168701
306 31 48.2516339869281 42.3491331369411 52.3216175086297 56.2252805539833 33.1927647837839 51.1786642333486 5 2.92703024642046
307 50 48.257328990228 48.0872832842353 51.1608087543149 54.6689604154875 49.1596382391892 51.1197310216812 1 0.170045705992756
308 63 48.3051948051948 59.2718208210588 57.0804043771574 56.7517203116156 62.3079819119595 51.7137444705971 5 3.40854966540227
309 35 48.2621359223301 41.0679552052647 46.0402021885787 51.3137902337117 36.365399095598 50.8780572470672 2 2.22193373375141
310 58 48.2935483870968 53.7669888013162 52.0201010942894 52.9853426752838 56.9182699547799 51.2341543847139 5 2.94060599761708
311 7 48.1607717041801 18.691747200329 29.5100505471447 41.4890070064628 9.49591349773899 49.0224466654782 5 0.861674961298093
312 94 48.3076923076923 75.1729368000823 61.7550252735723 54.6167552548471 89.7747956748869 51.2713243322043 5 2.96363202451194
313 90 48.4408945686901 86.2932342000206 75.8775126367862 63.4625664411353 89.9887397837444 53.2077581155941 5 4.76686354690393
314 96 48.5923566878981 93.5733085500051 85.9387563183931 71.5969248308515 95.6994369891872 55.3473702098144 5 6.75501352191624
315 65 48.6444444444445 72.1433271375013 75.4693781591965 69.9476936231386 66.5349718494594 55.8300016993236 5 7.18555725487916
316 69 48.7088607594937 69.7858317843753 72.2346890795983 69.710770217354 68.876748592473 56.4885016143575 5 7.77964085486376
317 73 48.7854889589906 72.1964579460938 72.6173445397991 70.5330776630155 72.7938374296236 57.3140765336396 5 8.52858757464902
318 14 48.6761006289309 28.5491144865235 43.3086722698996 56.3998082472616 16.9396918714812 55.1483727069576 2 5.36742835903129
319 52 48.6865203761756 46.1372786216309 47.6543361349498 55.2998561854462 50.2469845935741 54.9909540716097 2 1.03218424122579
320 21 48.6 27.2843196554077 34.3271680674749 46.7248921390847 22.4623492296787 53.2914063680293 3 1.87510786091538
321 45 48.588785046729 40.5710799138519 39.6635840337375 46.2936691043135 43.8731174614839 52.8768360496278 3 2.29511594241551
322 99 48.7453416149069 84.392769978463 69.3317920168687 59.4702518282351 96.2436558730742 55.1829942471464 5 6.43765263223953
323 82 48.8482972136223 82.5981924946157 75.6658960084344 65.1026888711763 82.7121827936537 56.5238445347891 5 7.67554732116676
324 59 48.8796296296297 64.8995481236539 67.3329480042172 63.5770166533822 60.1856091396827 56.6476523080496 5 7.76802267841997
325 41 48.8553846153846 46.9748870309135 54.1664740021086 57.9327624900367 41.9592804569841 55.8652696926471 1 1.88049758447115
326 92 48.9877300613497 80.7437217577284 73.0832370010543 66.4495718675275 89.4979640228492 57.6720062080148 5 8.68427614666506
327 17 48.8899082568808 32.9359304394321 45.0416185005272 54.0871789006456 20.6248982011425 55.638405897614 2 3.84828975635361
328 64 48.9359756097561 56.233982609858 54.5208092502636 56.5653841754842 61.8312449100571 56.0564856027333 2 5.58483364050745
329 76 49.0182370820669 71.0584956524645 65.2604046251318 61.4240381316132 75.2915622455029 57.0536613225967 5 8.03542424052978
330 28 48.9545454545455 38.7646239131161 46.6302023125659 53.0680285987099 30.3645781122751 55.6009782564668 2 2.32434314197958
331 51 48.9607250755287 47.941155978279 48.8151011562829 52.5510214490324 49.9682289056138 55.3709293436435 2 0.145623919245772
332 70 49.0240963855422 64.4852889945698 59.4075505781415 56.9132660867743 68.9984114452807 56.1023828764613 5 7.07828649091912
333 38 48.990990990991 44.6213222486424 48.7037752890707 52.1849495650807 39.549920572264 55.1972637326382 2 0.287215701920282
334 51 48.997005988024 49.4053305621606 49.8518876445354 51.8887121738105 50.4274960286132 54.9874005460063 1 0.408324574136643
335 55 49.0149253731344 53.6013326405402 52.4259438222677 52.6665341303579 54.7713748014307 54.988030518706 2 3.41101844913333
336 23 48.9375 30.650333160135 37.7129719111338 45.2499005977684 24.5885687400715 53.3886289927707 3 3.68759940223159
337 72 49.0059347181009 61.6625832900338 54.8564859555669 51.9374254483263 69.6294284370036 54.3191975431322 3 2.93149073022541
338 74 49.0798816568048 70.9156458225084 64.4282429777835 57.4530690862447 73.7814714218502 55.3032376659756 5 6.22335600917081
339 50 49.0825958702065 55.2289114556271 57.2141214888917 55.5898018146836 51.1890735710925 55.0380757826768 4 2.106477700886
340 84 49.1852941176471 76.8072278639068 70.6070607444459 62.6923513610127 82.3594536785546 56.4861719935429 5 7.30087787589586
341 79 49.2727272727273 78.4518069659767 74.8035303722229 66.7692635207595 79.1679726839277 57.6118633938658 5 8.3391361211385
342 69 49.3304093567252 71.3629517414942 71.9017651861115 67.3269476405696 69.5083986341964 58.1812702241725 5 8.85086086744734
343 71 49.3935860058309 71.0907379353735 71.4508825930557 68.2452107304272 70.9254199317098 58.8222067129639 5 9.42862070713296
344 43 49.375 50.0226844838434 57.2254412965279 61.9339080478204 44.3962709965855 58.0310963773157 1 0.647684483843364
345 90 49.4927536231884 80.0056711209608 73.6127206482639 68.9504310358653 87.7198135498293 59.6295415584499 5 10.1367879352615
346 92 49.6156069364162 89.0014177802402 82.806360324132 74.712823276899 91.7859906774915 61.2480644805274 5 11.6324575441112
347 61 49.6484149855908 68.0003544450601 71.903180162066 71.2846174576742 62.5392995338746 61.235661256501 5 11.5872462709102
348 56 49.6666666666667 59.000088611265 63.951590081033 67.4634630932557 56.3269649766937 60.973878193676 4 6.66029831002704
349 50 49.6676217765043 52.2500221528163 56.9757950405165 63.0975973199418 50.3163482488347 60.4251842839922 4 0.648726472330367
350 37 49.6314285714286 40.8125055382041 46.9878975202582 56.5731979899563 37.6658174124417 59.2539250697926 2 2.64353105117035
351 20 49.5470085470086 25.203126384551 33.4939487601291 47.4298984924672 20.8832908706221 57.2912288163029 3 2.11711005454134
352 2 49.4119318181818 7.80078159613775 17.7469743800646 36.0724238693504 2.9441645435311 54.5266673754878 5 5.11473555730595
353 38 49.3796033994334 30.4501953990344 27.8734871900323 36.5543179020128 36.2472082271766 53.7003340067134 5 4.32073060727995
354 6 49.2570621468927 12.1125488497586 16.9367435950161 28.9157384265096 7.51236041135883 51.3153173063777 5 2.05825515948504
355 85 49.3577464788733 66.7781372124396 50.9683717975081 42.9368038198822 81.1256180205679 52.9995514410588 2 1.61062531863481
356 32 49.308988764045 40.6945343031099 41.484185898754 40.2026028649117 34.4562809010284 51.9495738690059 5 2.64058510496093
357 16 49.2156862745098 22.1736335757775 28.742092949377 34.1519521486837 16.9228140450514 50.1520951755556 5 0.93640890104578
358 16 49.122905027933 17.5434083939444 22.3710464746885 29.6139641115128 16.0461407022526 48.4444904167778 5 0.678414611155155
359 61 49.1559888579387 50.1358520984861 41.6855232373443 37.4604730836346 58.7523070351126 49.0722658959389 5 0.0837229619998041
360 13 49.0555555555556 22.2839630246215 27.3427616186721 31.345354812726 15.2876153517556 47.268652601142 5 1.7869029544136
361 4 48.9307479224377 8.57099075615538 15.6713808093361 24.5090161095445 4.56438076758778 45.1052199710849 5 3.82552795135281
362 14 48.8342541436464 12.6427476890388 14.835690404668 21.8817620821583 13.5282190383794 43.5499589725306 5 5.28429517111579
363 53 48.8457300275482 42.9106869222597 33.917845202334 29.6613215616188 51.026410951919 44.0224610239041 4 2.18068092437073
364 94 48.9697802197802 81.2276717305649 63.958922601167 45.7459911712141 91.8513205475959 46.5213379727089 5 2.44844224707133
365 41 48.9479452054795 51.0569179326412 52.4794613005835 44.5594933784106 43.5425660273798 46.2452710740735 1 2.10897272716176
366 92 49.0655737704918 81.7642294831603 72.2397306502917 56.4196200338079 89.577128301369 48.5330075203698 5 0.532566250122031
367 60 49.0953678474115 65.4410573707901 66.1198653251459 57.3147150253559 61.4788564150684 49.1063571443513 5 0.0109892969398331
368 35 49.0570652173913 42.6102643426975 50.5599326625729 51.7360362690169 36.3239428207534 48.4010392871337 5 0.656025930257591
369 39 49.029810298103 39.9025660856744 44.7799663312865 48.5520272017627 38.8661971410377 47.930987322777 3 0.477783096340289
370 19 48.9486486486487 24.2256415214186 31.8899831656432 41.164020401322 19.9933098570519 46.4844379566382 5 2.46421069201048
371 1 48.8194070080863 6.80641038035465 16.4449915828216 31.1230153009915 1.94966549285259 44.2102160588063 5 4.60919094927999
372 67 48.8682795698925 51.9516025950887 41.7224957914108 40.0922614757436 63.7474832746426 45.349705255866 1 3.08332302519617
373 32 48.8230563002681 36.9879006487722 36.8612478957054 38.0691961068077 33.5873741637321 44.6822199930727 5 4.14083630719544
374 91 48.9358288770054 77.496975162193 63.9306239478527 51.3018970801058 88.1293687081866 46.998108993419 5 1.93771988358633
375 15 48.8453333333334 30.6242437905483 39.4653119739263 42.2264228100793 18.6564684354093 45.3982035437481 5 3.44712978958527
376 89 48.9521276595745 74.4060609476371 64.2326559869632 53.9198171075595 85.4828234217705 47.5782933665607 5 1.37383429301381
377 71 49.0106100795756 71.8515152369093 67.6163279934816 58.1898628306696 71.7241411710885 48.7493786982326 5 0.261231381342967
378 52 49.0185185185185 56.9628788092273 59.8081639967408 56.6423971230022 52.9862070585544 48.911909763321 5 0.106608755197527
379 70 49.0738786279684 66.7407197023068 64.9040819983704 59.9817978422517 69.1493103529277 49.966314275155 5 0.892435647186602
380 87 49.1736842105263 81.9351799255767 75.9520409991852 66.7363483816887 86.1074655176464 51.8179985613972 5 2.64431435087088
381 86 49.2703412073491 84.9837949813942 80.9760204995926 71.5522612862666 86.0053732758823 53.5270986333274 5 4.25675742597826
382 11 49.1701570680628 29.4959487453485 45.9880102497963 56.4141959646999 14.7502686637941 51.400743701661 5 2.23058663359814
383 85 49.2637075718016 71.1239871863371 65.4940051248982 63.5606469735249 81.4875134331897 53.0807065165779 5 3.81699894477635
384 26 49.203125 37.2809967965843 45.7470025624491 54.1704852301437 28.7743756716595 51.726671190749 5 2.52354619074902
385 76 49.2727272727273 66.3202491991461 60.8735012812245 59.6278639226078 73.638718783583 52.9403376312116 5 3.6676103584843
386 17 49.1891191709845 29.3300622997865 38.9367506406123 48.9708979419558 19.8319359391791 51.143320749651 3 0.218221229028643
387 45 49.1782945736434 41.0825155749466 41.9683753203061 47.9781734564669 43.741596796959 50.8361547121685 3 1.20012111717655
388 85 49.2706185567011 74.0206288937367 63.4841876601531 57.2336300923502 82.937079839848 52.54434697656 5 3.27372841985898
389 86 49.3650385604113 83.0051572234342 74.7420938300765 64.4252225692626 85.8468539919924 54.217129627732 5 4.85209106732071
390 47 49.3589743589744 56.0012893058585 60.8710469150383 60.068916926947 48.9423426995996 53.8562731463454 4 0.416631659374758
391 69 49.4092071611253 65.7503223264646 64.9355234575191 62.3016876952102 67.99711713498 54.6134594890282 5 5.20425232790282
392 73 49.4693877551021 71.1875805816162 68.9677617287596 64.9762657714077 72.749855856749 55.5327865145768 5 6.06339875947469
393 39 49.4427480916031 47.046895145404 53.9838808643798 58.4821993285558 40.6874927928374 54.7061471888479 1 2.39585294619904
394 43 49.4263959390863 44.011723786351 48.4919404321899 54.6116494964168 42.8843746396419 54.1208398294055 2 0.93445550689642
395 24 49.3620253164557 29.0029309465878 36.2459702160949 46.9587371223126 24.9442187319821 52.6147978379352 3 2.4032881941431
396 67 49.4065656565657 57.5007327366469 51.6229851080475 51.9690528417345 64.8972109365991 53.3340579460385 2 2.2164194514818
397 65 49.4458438287154 63.1251831841617 58.3114925540237 55.2267896313008 64.99486054683 53.9173550487366 5 4.47151122002118
398 49 49.4447236180905 52.5312957960404 53.6557462770119 53.6700922234756 49.7997430273415 53.6714872962997 4 0.355019409251021
399 19 49.3684210526316 27.3828239490101 36.3278731385059 45.0025691676067 20.5399871513671 51.9379129314847 5 2.56949187885315
400 33 49.3275 31.5957059872525 34.663936569253 42.001926875705 32.3769993575684 50.9910172849105 5 1.66351728491049
401 61 49.356608478803 53.6489264968131 47.8319682846265 46.7514451567788 59.5688499678784 51.491466420665 2 1.52464019417653
402 93 49.4651741293533 83.1622316242033 70.4159841423132 58.3135838675841 91.3284424983939 53.5668930996317 5 4.10171897027849
403 61 49.4937965260546 66.5405579060508 65.7079920711566 58.9851879006881 62.5164221249197 53.9385484446502 5 4.44475191859555
404 94 49.6039603960396 87.1351394765127 79.8539960355783 67.738890925516 92.425821106246 55.9416210224176 5 6.33766062637802
405 97 49.720987654321 94.5337848691282 88.4269980177892 75.054168194137 96.7712910553123 57.9945399712968 5 8.27355231697576
406 99 49.8423645320197 97.883446217282 93.7134990088946 81.0406261456028 98.8885645527656 60.0448129727319 5 10.2024484407122
407 94 49.95085995086 94.9708615543205 93.8567495044473 84.2804696092021 94.2444282276383 61.7425723240953 5 11.7917123732354
408 93 50.0563725490196 93.4927153885801 93.4283747522236 86.4603522069015 93.0622214113819 63.3054437078906 5 13.2490711588709
409 88 50.1491442542787 89.373178847145 90.7141873761118 86.8452641551762 88.2531110705691 64.540171522496 5 14.3910272682173
410 92 50.2512195121951 91.3432947117863 91.3570936880559 88.1339481163821 91.8126555535284 65.9131629463712 5 15.6619434341761
411 40 50.2262773722628 52.8358236779466 65.6785468440279 76.1004610872866 42.5906327776764 64.6175047990527 1 2.60954630568377
412 79 50.2961165048544 72.4589559194866 72.339273422014 76.8253458154649 77.1795316388838 65.3366295591 5 15.0405130542457
413 1 50.1767554479419 18.8647389798717 36.669636711007 57.8690093615987 4.80897658194419 62.119798081145 3 7.6922539136568
414 45 50.1642512077295 38.4661847449679 40.8348183555035 54.651757021199 42.9904488290972 61.2638081770878 3 4.48750581346955
415 26 50.1060240963856 29.116546186242 33.4174091777518 47.4888177658993 26.8495224414549 59.5006177682334 3 2.61720633048629
416 52 50.1105769230769 46.2791365465605 42.7087045888759 48.6166133244244 50.7424761220727 59.1255868798217 4 0.631899198995804
417 73 50.1654676258993 66.3197841366401 57.8543522944379 54.7124599933183 71.8871238061036 59.8193075358306 3 4.54699236741904
418 84 50.2464114832536 79.57994603416 70.927176147219 62.0343449949887 83.3943561903052 61.0283421590391 5 10.7819306757855
419 91 50.3436754176611 88.14498650854 80.9635880736095 69.2757587462416 90.6197178095153 62.5269250510872 5 12.183249633426
420 5 50.2357142857143 25.786246627135 42.9817940368047 53.2068190596812 9.28098589047576 59.6505787985328 3 2.97110477396687
421 38 50.2066508313539 34.9465616567838 40.4908970184024 49.4051142947609 36.5640492945238 58.5680498586061 3 0.801536536593055
422 44 50.1919431279621 41.7366404141959 42.2454485092012 48.0538357210707 43.6282024647262 57.8396473656758 3 2.13810740689145
423 96 50.3002364066194 82.434160103549 69.1227242546006 60.040376790803 93.3814101232363 59.7476649973921 5 9.44742859077265
424 60 50.3231132075472 65.6085400258873 64.5613621273003 60.0302825931022 61.6690705061618 59.7602817475224 5 9.43716853997526
425 96 50.4305882352941 88.4021350064718 80.2806810636501 69.0227119448267 94.2834535253081 61.5722676601463 5 11.1416794248522
426 63 50.4600938967136 69.3505337516179 71.6403405318251 67.51703395862 64.5641726762654 61.643654277139 5 11.1835603804254
427 46 50.4496487119438 51.8376334379045 58.8201702659125 62.137775468965 46.9282086338133 60.8614715632821 1 1.38798472596068
428 99 50.5630841121495 87.2094083594761 78.9100851329563 71.3533316017238 96.3964104316907 62.768397985118 5 12.2053138729684
429 96 50.6689976689977 93.802352089869 87.4550425664781 77.5149987012928 96.0198205215845 64.4299780858621 5 13.7609804168644
430 59 50.6883720930233 67.7005880224673 73.2275212832391 72.8862490259696 60.8509910260792 64.158479181569 4 10.1626189330559
431 11 50.5962877030163 25.1751470056168 42.1137606416195 57.4146867694772 13.492549551304 61.5005552224905 3 6.81839906646094
432 47 50.587962962963 41.5437867514042 44.5568803208098 54.8110150771079 45.3246274775652 60.775527461366 3 4.22305211414491
433 99 50.6997690531178 84.635946687851 71.7784401604049 65.8582613078309 96.3162313738783 62.6867510882977 5 11.9869820351799
434 42 50.6797235023042 52.6589866719628 56.8892200802024 59.8936959808732 44.7158115686939 61.6524135338828 1 1.9792631696586
435 80 50.7471264367816 73.1647466679907 68.4446100401012 64.9202719856549 78.2357905784347 62.5697928571887 5 11.822666420407
436 93 50.8440366972477 88.0411866669977 80.7223050200506 71.9402039892412 92.2617895289217 64.0913032143292 5 13.2472665170815
437 23 50.7803203661327 39.2602966667494 51.8611525100253 59.7051529919309 26.4630894764461 62.0367380536128 2 1.08083214389256
438 1 50.6666666666667 10.5650741666874 26.4305762550127 45.0288647439482 2.2731544738223 58.9849011509321 3 5.63780192271853
439 66 50.7015945330296 52.1412685416718 46.2152881275063 50.2716485579611 62.8136577236911 59.3356560933855 3 0.429945975068513
440 50 50.7 50.535317135418 48.1076440637532 50.2037364184708 50.6406828861846 58.8688732887162 4 0.0593171138154602
441 53 50.7052154195012 52.3838292838545 50.5538220318766 50.9028023138531 52.8820341443092 58.5754296242804 2 0.151393387624573
442 10 50.6131221719457 20.5959573209636 30.2769110159383 40.6771017353898 12.1441017072155 56.1466581430664 5 5.53353597112069
443 5 50.510158013544 8.89898933024091 17.6384555079691 31.7578263015424 5.35720508536077 53.5893252359131 5 3.07916722236905
444 25 50.4527027027027 20.9747473325602 21.3192277539846 30.0683697261568 24.017860254268 52.1598589741174 5 1.70715627141472
445 35 50.4179775280899 31.4936868331401 28.1596138769923 31.3012772946176 34.4508930127134 51.3018660254116 5 0.883888497321657
446 100 50.5291479820628 82.873421708285 64.0798069384961 48.4759579709632 96.7225446506357 53.736772724141 3 2.0531900110996
447 14 50.4474272930649 31.2183554270713 39.0399034692481 39.8569684782224 18.1361272325318 51.7499340879339 5 1.30250679486905
448 10 50.3571428571429 15.3045888567678 24.519951734624 32.3927263586668 10.4068063616266 49.6624373835372 5 0.69470547360563
449 7 50.260579064588 9.07614721419195 15.759975867312 26.0445447690001 7.17034031808133 47.5293155143604 5 2.7312635502276
450 19 50.1911111111111 16.519036803548 17.379987933656 24.2834085767501 18.4085170159041 46.1028497386424 5 4.08826137246876
451 21 50.1263858093127 19.879759200887 19.189993966828 23.4625564325626 20.8704258507952 44.8477072517102 5 5.2786785576024
452 99 50.2345132743363 79.2199398002218 59.094996983414 42.3469173244219 95.0935212925398 47.5553218891247 5 2.67919138521157
453 29 50.1876379690949 41.5549849500554 44.047498491707 39.0101879933164 32.304676064627 46.6275557946685 5 3.56008217442644
454 47 50.1806167400881 45.6387462375139 45.5237492458535 41.0076409949873 46.2652338032313 46.6461780049351 5 3.53443873515305
455 69 50.221978021978 63.1596865593785 57.2618746229268 48.0057307462405 67.8632616901616 47.7638691046883 3 2.21624727573754
456 29 50.1754385964912 37.5399216398446 43.1309373114634 43.2542980596804 30.9431630845081 46.8256756494539 5 3.34976294703734
